rental_id,inventory_id,customer_id,staff_id,film_id,store_id,category_id,name,rental_duration,rental_rate,replacement_cost,name_customer,data_aluguel,retorno_aluguel
6151,352,476,1,78,1,2,Animation,7,2.99,12.99,Derrick Bourque,2005-07-11,2005-07-12
8146,2430,476,2,531,1,9,Foreign,3,0.99,18.99,Derrick Bourque,2005-07-28,2005-07-31
9325,1938,476,2,421,2,9,Foreign,7,4.99,10.99,Derrick Bourque,2005-07-30,2005-08-08
10826,1228,476,2,272,1,7,Drama,5,4.99,9.99,Derrick Bourque,2005-08-01,2005-08-08
2080,1231,476,2,273,1,8,Family,6,0.99,14.99,Derrick Bourque,2005-06-17,2005-06-21
7461,1236,476,1,273,2,8,Family,6,0.99,14.99,Derrick Bourque,2005-07-27,2005-07-29
10617,4344,476,1,946,2,8,Family,3,4.99,14.99,Derrick Bourque,2005-08-01,2005-08-09
3448,592,476,1,129,2,6,Documentary,3,2.99,16.99,Derrick Bourque,2005-06-21,2005-06-24
489,1940,476,2,422,2,14,Sci-Fi,7,4.99,25.99,Derrick Bourque,2005-05-28,2005-05-31
10346,4192,476,1,912,2,14,Sci-Fi,3,2.99,9.99,Derrick Bourque,2005-08-01,2005-08-06
4010,4509,476,2,985,1,14,Sci-Fi,4,4.99,19.99,Derrick Bourque,2005-07-07,2005-07-12
2508,4322,476,2,941,2,10,Games,4,4.99,10.99,Derrick Bourque,2005-06-18,2005-06-20
3477,4289,476,2,934,2,10,Games,7,4.99,20.99,Derrick Bourque,2005-07-05,2005-07-15
4171,4199,476,2,913,2,13,New,3,0.99,20.99,Derrick Bourque,2005-07-07,2005-07-14
6034,1735,324,1,378,1,12,Music,5,2.99,24.99,Gary Coy,2005-07-11,2005-07-16
4368,736,324,1,161,1,12,Music,6,4.99,27.99,Gary Coy,2005-07-07,2005-07-09
7240,4565,324,1,997,1,12,Music,4,0.99,14.99,Gary Coy,2005-07-27,2005-08-03
9651,4059,324,1,884,2,12,Music,5,4.99,11.99,Gary Coy,2005-07-31,2005-08-04
5702,3349,324,1,735,2,3,Children,7,2.99,26.99,Gary Coy,2005-07-10,2005-07-11
4197,2515,324,1,553,2,3,Children,4,0.99,12.99,Gary Coy,2005-07-07,2005-07-10
1740,2282,324,2,494,1,11,Horror,4,0.99,21.99,Gary Coy,2005-06-16,2005-06-20
7263,725,324,1,159,1,5,Comedy,5,4.99,12.99,Gary Coy,2005-07-27,2005-08-04
8698,2973,324,2,651,2,2,Animation,3,0.99,20.99,Gary Coy,2005-07-29,2005-08-04
563,53,324,1,11,1,9,Foreign,6,0.99,16.99,Gary Coy,2005-05-28,2005-06-06
6299,4125,324,2,897,1,7,Drama,3,4.99,27.99,Gary Coy,2005-07-11,2005-07-13
3947,4188,324,1,911,2,1,Action,7,4.99,14.99,Gary Coy,2005-07-06,2005-07-08
7960,2718,324,1,596,2,10,Games,4,4.99,25.99,Gary Coy,2005-07-28,2005-08-03
2590,3572,324,2,782,1,15,Sports,6,2.99,26.99,Gary Coy,2005-06-19,2005-06-20
5778,4435,324,1,970,1,4,Classics,7,0.99,11.99,Gary Coy,2005-07-10,2005-07-14
10212,3728,324,1,815,1,4,Classics,4,2.99,14.99,Gary Coy,2005-08-01,2005-08-02
8024,1735,90,1,378,1,12,Music,5,2.99,24.99,Ruby Washington,2005-07-28,2005-08-02
7946,99,90,2,20,1,12,Music,4,4.99,23.99,Ruby Washington,2005-07-28,2005-08-03
7058,716,90,2,157,2,3,Children,7,0.99,29.99,Ruby Washington,2005-07-27,2005-08-04
10835,351,90,2,78,1,2,Animation,7,2.99,12.99,Ruby Washington,2005-08-01,2005-08-10
3729,3156,90,1,693,2,2,Animation,5,2.99,16.99,Ruby Washington,2005-07-06,2005-07-12
2584,3733,90,2,816,1,2,Animation,3,0.99,27.99,Ruby Washington,2005-06-19,2005-06-28
2033,58,90,1,11,2,9,Foreign,6,0.99,16.99,Ruby Washington,2005-06-17,2005-06-20
10206,4479,90,2,979,1,7,Drama,6,4.99,10.99,Ruby Washington,2005-08-01,2005-08-10
8408,1841,90,2,401,1,7,Drama,6,0.99,10.99,Ruby Washington,2005-07-29,2005-07-30
9337,2363,90,2,514,2,7,Drama,6,2.99,17.99,Ruby Washington,2005-07-30,2005-07-31
5272,1547,90,1,339,2,16,Travel,5,0.99,17.99,Ruby Washington,2005-07-09,2005-07-12
8870,4104,90,2,893,1,14,Sci-Fi,4,4.99,11.99,Ruby Washington,2005-07-30,2005-08-08
7428,243,90,2,55,1,14,Sci-Fi,6,2.99,27.99,Ruby Washington,2005-07-27,2005-08-05
5539,3217,90,2,707,1,1,Action,5,2.99,29.99,Ruby Washington,2005-07-10,2005-07-16
10722,2849,90,2,624,2,10,Games,3,4.99,25.99,Ruby Washington,2005-08-01,2005-08-04
4371,2533,90,1,556,1,10,Games,6,4.99,26.99,Ruby Washington,2005-07-07,2005-07-08
7035,2439,90,2,532,2,15,Sports,5,4.99,28.99,Ruby Washington,2005-07-27,2005-08-02
3132,711,90,1,155,2,13,New,6,0.99,26.99,Ruby Washington,2005-06-20,2005-06-24
733,2951,363,1,647,2,12,Music,4,0.99,18.99,Roy Whiting,2005-05-29,2005-06-05
10339,615,363,2,133,2,12,Music,7,4.99,14.99,Roy Whiting,2005-08-01,2005-08-10
5687,2170,363,2,468,2,3,Children,5,2.99,12.99,Roy Whiting,2005-07-10,2005-07-16
1569,3927,363,2,856,2,11,Horror,5,4.99,11.99,Roy Whiting,2005-06-16,2005-06-18
8841,3935,363,2,858,2,5,Comedy,5,4.99,21.99,Roy Whiting,2005-07-29,2005-08-01
2540,4305,363,2,938,1,5,Comedy,3,4.99,14.99,Roy Whiting,2005-06-19,2005-06-20
1847,1189,363,1,265,1,5,Comedy,5,4.99,28.99,Roy Whiting,2005-06-17,2005-06-20
9977,2300,363,1,500,2,9,Foreign,5,4.99,11.99,Roy Whiting,2005-07-31,2005-08-09
5758,502,363,2,112,1,9,Foreign,4,4.99,22.99,Roy Whiting,2005-07-10,2005-07-16
6705,4268,363,1,929,1,9,Foreign,5,4.99,21.99,Roy Whiting,2005-07-12,2005-07-13
9968,2666,363,1,585,2,7,Drama,4,0.99,25.99,Roy Whiting,2005-07-31,2005-08-08
3281,4006,363,1,872,2,16,Travel,3,2.99,27.99,Roy Whiting,2005-06-21,2005-06-24
7708,398,363,1,88,2,16,Travel,7,4.99,17.99,Roy Whiting,2005-07-28,2005-08-04
6140,2749,363,1,603,1,8,Family,6,4.99,27.99,Roy Whiting,2005-07-11,2005-07-14
8804,4461,363,2,975,1,8,Family,6,2.99,22.99,Roy Whiting,2005-07-29,2005-08-01
7256,4275,363,2,930,2,14,Sci-Fi,4,2.99,23.99,Roy Whiting,2005-07-27,2005-07-29
6878,2428,363,2,530,1,1,Action,5,2.99,27.99,Roy Whiting,2005-07-12,2005-07-19
3726,742,363,2,162,2,1,Action,4,2.99,13.99,Roy Whiting,2005-07-06,2005-07-11
1426,4412,363,2,964,2,1,Action,4,4.99,17.99,Roy Whiting,2005-06-15,2005-06-18
8522,3636,363,1,794,1,1,Action,5,0.99,28.99,Roy Whiting,2005-07-29,2005-08-06
6821,623,363,2,135,2,15,Sports,3,2.99,22.99,Roy Whiting,2005-07-12,2005-07-14
8121,2229,363,2,482,1,4,Classics,3,0.99,12.99,Roy Whiting,2005-07-28,2005-08-02
8356,2951,483,1,647,2,12,Music,4,0.99,18.99,Vernon Chapa,2005-07-29,2005-08-06
5823,1879,483,2,409,2,3,Children,3,4.99,9.99,Vernon Chapa,2005-07-10,2005-07-11
3559,2211,483,1,478,2,5,Comedy,4,2.99,10.99,Vernon Chapa,2005-07-06,2005-07-12
2855,3495,483,1,765,1,5,Comedy,7,4.99,18.99,Vernon Chapa,2005-06-19,2005-06-26
6478,2589,483,1,568,2,5,Comedy,4,4.99,11.99,Vernon Chapa,2005-07-12,2005-07-15
7381,1595,483,2,349,2,2,Animation,4,2.99,27.99,Vernon Chapa,2005-07-27,2005-08-02
10953,1510,483,1,330,1,2,Animation,7,4.99,22.99,Vernon Chapa,2005-08-02,2005-08-11
8057,4177,483,1,908,2,9,Foreign,3,4.99,11.99,Vernon Chapa,2005-07-28,2005-08-03
742,273,483,1,61,1,7,Drama,5,4.99,28.99,Vernon Chapa,2005-05-29,2005-06-05
3380,3212,483,1,706,1,7,Drama,5,4.99,22.99,Vernon Chapa,2005-06-21,2005-06-30
7669,2624,483,1,575,2,6,Documentary,3,4.99,27.99,Vernon Chapa,2005-07-28,2005-07-29
7137,3957,483,2,863,1,14,Sci-Fi,5,0.99,9.99,Vernon Chapa,2005-07-27,2005-07-29
2867,95,483,1,19,1,1,Action,6,0.99,20.99,Vernon Chapa,2005-06-20,2005-06-23
6899,3565,483,2,779,2,15,Sports,4,4.99,23.99,Vernon Chapa,2005-07-12,2005-07-21
10677,4350,483,1,948,2,13,New,6,0.99,22.99,Vernon Chapa,2005-08-01,2005-08-04
4897,2950,258,1,647,2,12,Music,4,0.99,18.99,Myrtle Fleming,2005-07-08,2005-07-09
5674,548,258,1,119,2,5,Comedy,6,0.99,22.99,Myrtle Fleming,2005-07-10,2005-07-16
5312,2123,258,2,460,1,9,Foreign,3,4.99,26.99,Myrtle Fleming,2005-07-09,2005-07-13
7814,2662,258,2,584,1,9,Foreign,6,2.99,26.99,Myrtle Fleming,2005-07-28,2005-08-01
9069,1852,258,1,403,1,7,Drama,5,4.99,18.99,Myrtle Fleming,2005-07-30,2005-08-02
4677,1226,258,1,272,1,7,Drama,5,4.99,9.99,Myrtle Fleming,2005-07-08,2005-07-14
5935,3371,258,2,739,2,7,Drama,4,4.99,17.99,Myrtle Fleming,2005-07-10,2005-07-19
1743,2777,258,1,609,2,16,Travel,7,2.99,23.99,Myrtle Fleming,2005-06-16,2005-06-17
10325,2749,258,1,603,1,8,Family,6,4.99,27.99,Myrtle Fleming,2005-08-01,2005-08-08
10332,642,258,2,139,2,8,Family,7,4.99,21.99,Myrtle Fleming,2005-08-01,2005-08-10
10293,1570,258,2,345,1,8,Family,3,0.99,17.99,Myrtle Fleming,2005-08-01,2005-08-05
4408,2482,258,1,544,2,6,Documentary,4,2.99,11.99,Myrtle Fleming,2005-07-07,2005-07-11
10315,895,258,1,199,2,6,Documentary,4,2.99,29.99,Myrtle Fleming,2005-08-01,2005-08-07
6012,2609,258,2,572,2,14,Sci-Fi,4,2.99,9.99,Myrtle Fleming,2005-07-11,2005-07-17
8675,1026,258,1,229,2,1,Action,6,4.99,12.99,Myrtle Fleming,2005-07-29,2005-07-30
10393,808,258,1,176,1,15,Sports,6,0.99,21.99,Myrtle Fleming,2005-08-01,2005-08-05
2931,3122,258,1,686,1,13,New,5,4.99,9.99,Myrtle Fleming,2005-06-20,2005-06-29
2678,4230,258,2,920,1,13,New,3,0.99,16.99,Myrtle Fleming,2005-06-19,2005-06-21
7873,2947,82,2,647,1,12,Music,4,0.99,18.99,Kathryn Coleman,2005-07-28,2005-07-31
145,3905,82,1,852,1,3,Children,4,0.99,27.99,Kathryn Coleman,2005-05-25,2005-05-31
7733,10,82,2,2,2,11,Horror,3,4.99,12.99,Kathryn Coleman,2005-07-28,2005-08-05
2819,4100,82,1,892,2,2,Animation,3,4.99,18.99,Kathryn Coleman,2005-06-19,2005-06-26
6082,1091,82,2,243,2,2,Animation,3,4.99,22.99,Kathryn Coleman,2005-07-11,2005-07-16
9277,3734,82,2,816,2,2,Animation,3,0.99,27.99,Kathryn Coleman,2005-07-30,2005-08-05
3332,1975,82,2,430,2,2,Animation,7,0.99,23.99,Kathryn Coleman,2005-06-21,2005-06-25
288,3546,82,2,775,2,7,Drama,4,4.99,18.99,Kathryn Coleman,2005-05-26,2005-06-03
4598,258,82,1,57,2,16,Travel,4,2.99,18.99,Kathryn Coleman,2005-07-08,2005-07-16
6708,372,82,1,82,1,8,Family,3,0.99,13.99,Kathryn Coleman,2005-07-12,2005-07-21
8487,1893,82,2,412,2,6,Documentary,6,4.99,25.99,Kathryn Coleman,2005-07-29,2005-07-31
1570,3711,82,2,812,1,6,Documentary,7,0.99,13.99,Kathryn Coleman,2005-06-16,2005-06-22
9447,1053,82,2,234,2,14,Sci-Fi,6,2.99,27.99,Kathryn Coleman,2005-07-30,2005-08-09
9305,1224,82,2,271,2,1,Action,5,4.99,12.99,Kathryn Coleman,2005-07-30,2005-08-08
2506,2308,82,2,501,2,1,Action,3,4.99,9.99,Kathryn Coleman,2005-06-18,2005-06-25
3680,2427,82,2,530,1,1,Action,5,2.99,27.99,Kathryn Coleman,2005-07-06,2005-07-08
1438,1816,82,1,395,1,1,Action,4,0.99,28.99,Kathryn Coleman,2005-06-15,2005-06-17
5746,3071,82,1,676,1,15,Sports,7,4.99,16.99,Kathryn Coleman,2005-07-10,2005-07-16
10305,2946,160,1,647,1,12,Music,4,0.99,18.99,Erin Dunn,2005-08-01,2005-08-07
9681,64,160,1,12,2,12,Music,6,0.99,22.99,Erin Dunn,2005-07-31,2005-08-06
8184,1249,160,1,276,1,5,Comedy,6,4.99,28.99,Erin Dunn,2005-07-28,2005-07-31
4842,1438,160,2,314,2,2,Animation,3,0.99,13.99,Erin Dunn,2005-07-08,2005-07-10
6364,4146,160,2,901,1,2,Animation,3,0.99,29.99,Erin Dunn,2005-07-11,2005-07-20
6448,2663,160,1,585,2,7,Drama,4,0.99,25.99,Erin Dunn,2005-07-12,2005-07-17
9758,1307,160,1,288,2,16,Travel,7,2.99,20.99,Erin Dunn,2005-07-31,2005-08-03
10788,3350,160,1,736,1,8,Family,4,0.99,21.99,Erin Dunn,2005-08-01,2005-08-03
4908,1963,160,2,428,1,8,Family,6,2.99,21.99,Erin Dunn,2005-07-08,2005-07-17
10979,2625,160,2,575,2,6,Documentary,3,4.99,27.99,Erin Dunn,2005-08-02,2005-08-06
2314,2157,160,1,466,1,6,Documentary,6,4.99,20.99,Erin Dunn,2005-06-18,2005-06-19
7500,609,160,1,132,1,14,Sci-Fi,6,0.99,25.99,Erin Dunn,2005-07-27,2005-07-29
10089,248,160,2,56,1,1,Action,6,2.99,15.99,Erin Dunn,2005-07-31,2005-08-01
2873,3321,160,1,730,2,13,New,3,0.99,28.99,Erin Dunn,2005-06-20,2005-06-25
2465,3783,160,1,828,2,4,Classics,7,2.99,12.99,Erin Dunn,2005-06-18,2005-06-25
10958,2174,160,2,469,2,4,Classics,7,4.99,27.99,Erin Dunn,2005-08-02,2005-08-04
768,2895,566,2,636,1,12,Music,5,0.99,12.99,Casey Mena,2005-05-29,2005-06-07
9470,3908,566,2,852,2,3,Children,4,0.99,27.99,Casey Mena,2005-07-30,2005-08-07
6365,4550,566,1,993,1,3,Children,6,2.99,10.99,Casey Mena,2005-07-11,2005-07-14
3998,1245,566,1,275,1,11,Horror,3,0.99,11.99,Casey Mena,2005-07-06,2005-07-12
10259,1881,566,1,410,1,5,Comedy,7,2.99,19.99,Casey Mena,2005-08-01,2005-08-03
1982,1091,566,1,243,2,2,Animation,3,4.99,22.99,Casey Mena,2005-06-17,2005-06-20
10289,3153,566,1,692,2,2,Animation,3,2.99,10.99,Casey Mena,2005-08-01,2005-08-08
9915,2933,566,1,644,2,2,Animation,7,2.99,29.99,Casey Mena,2005-07-31,2005-08-03
8797,2929,566,1,644,1,2,Animation,7,2.99,29.99,Casey Mena,2005-07-29,2005-08-07
3379,2022,566,2,439,2,7,Drama,4,4.99,28.99,Casey Mena,2005-06-21,2005-06-23
9688,1304,566,2,288,1,16,Travel,7,2.99,20.99,Casey Mena,2005-07-31,2005-08-08
7677,4464,566,1,975,2,8,Family,6,2.99,22.99,Casey Mena,2005-07-28,2005-07-31
9101,3165,566,1,695,1,8,Family,6,4.99,12.99,Casey Mena,2005-07-30,2005-08-02
8305,3916,566,2,855,1,6,Documentary,7,0.99,28.99,Casey Mena,2005-07-29,2005-08-06
8118,331,566,1,73,2,14,Sci-Fi,5,2.99,22.99,Casey Mena,2005-07-28,2005-08-01
8157,915,566,1,203,2,14,Sci-Fi,5,4.99,9.99,Casey Mena,2005-07-28,2005-08-04
234,1321,566,2,292,1,1,Action,3,0.99,20.99,Casey Mena,2005-05-26,2005-06-03
8257,3024,566,1,664,1,1,Action,6,2.99,12.99,Casey Mena,2005-07-29,2005-08-04
3943,1816,566,1,395,1,1,Action,4,0.99,28.99,Casey Mena,2005-07-06,2005-07-07
7941,439,566,1,97,1,1,Action,7,0.99,24.99,Casey Mena,2005-07-28,2005-08-01
5079,3948,566,1,861,2,10,Games,3,4.99,12.99,Casey Mena,2005-07-09,2005-07-17
1635,1187,566,2,264,2,10,Games,6,2.99,13.99,Casey Mena,2005-06-16,2005-06-25
2367,4086,566,2,890,2,15,Sports,5,0.99,14.99,Casey Mena,2005-06-18,2005-06-22
8660,3122,566,2,686,1,13,New,5,4.99,9.99,Casey Mena,2005-07-29,2005-08-05
3663,2646,566,1,580,1,13,New,3,4.99,12.99,Casey Mena,2005-07-06,2005-07-07
8710,3391,566,1,744,2,4,Classics,4,0.99,23.99,Casey Mena,2005-07-29,2005-07-30
2397,2895,76,1,636,1,12,Music,5,0.99,12.99,Irene Price,2005-06-18,2005-06-24
1791,301,76,1,68,1,3,Children,5,4.99,26.99,Irene Price,2005-06-16,2005-06-23
1487,3791,76,2,830,2,11,Horror,7,0.99,23.99,Irene Price,2005-06-15,2005-06-22
5571,1084,76,2,242,1,5,Comedy,4,0.99,13.99,Irene Price,2005-07-10,2005-07-11
574,3883,76,1,849,1,2,Animation,6,0.99,28.99,Irene Price,2005-05-28,2005-06-04
6789,1973,76,2,430,2,2,Animation,7,0.99,23.99,Irene Price,2005-07-12,2005-07-14
8405,2164,76,2,467,2,9,Foreign,6,0.99,10.99,Irene Price,2005-07-29,2005-08-07
8253,2388,76,1,521,1,7,Drama,7,4.99,28.99,Irene Price,2005-07-29,2005-08-07
4099,1930,76,1,418,2,7,Drama,5,0.99,27.99,Irene Price,2005-07-07,2005-07-16
10082,1275,76,2,282,2,7,Drama,5,0.99,20.99,Irene Price,2005-07-31,2005-08-01
926,4327,76,2,942,2,7,Drama,7,0.99,27.99,Irene Price,2005-05-30,2005-06-01
8935,285,76,2,64,2,7,Drama,6,0.99,26.99,Irene Price,2005-07-30,2005-08-02
10795,2748,76,1,603,1,8,Family,6,4.99,27.99,Irene Price,2005-08-01,2005-08-03
2111,2108,76,2,457,2,6,Documentary,5,0.99,21.99,Irene Price,2005-06-17,2005-06-19
9312,2483,76,2,544,2,6,Documentary,4,2.99,11.99,Irene Price,2005-07-30,2005-08-03
8357,892,76,1,199,1,6,Documentary,4,2.99,29.99,Irene Price,2005-07-29,2005-08-01
2894,4316,76,1,940,1,15,Sports,6,0.99,19.99,Irene Price,2005-06-20,2005-06-22
3416,1215,76,2,270,1,13,New,7,0.99,29.99,Irene Price,2005-06-21,2005-06-23
6749,2895,334,2,636,1,12,Music,5,0.99,12.99,Raymond Mcwhorter,2005-07-12,2005-07-21
6641,2165,334,2,468,1,3,Children,5,2.99,12.99,Raymond Mcwhorter,2005-07-12,2005-07-20
10997,300,334,2,68,1,3,Children,5,4.99,26.99,Raymond Mcwhorter,2005-08-02,2005-08-10
2476,3998,334,1,870,2,11,Horror,4,0.99,12.99,Raymond Mcwhorter,2005-06-18,2005-06-20
5434,3790,334,2,830,2,11,Horror,7,0.99,23.99,Raymond Mcwhorter,2005-07-09,2005-07-15
10879,4415,334,2,965,1,11,Horror,6,0.99,28.99,Raymond Mcwhorter,2005-08-02,2005-08-09
1298,4163,334,2,905,1,5,Comedy,7,4.99,10.99,Raymond Mcwhorter,2005-06-15,2005-06-16
5014,4095,334,1,892,1,2,Animation,3,4.99,18.99,Raymond Mcwhorter,2005-07-09,2005-07-10
8977,4099,334,2,892,2,2,Animation,3,4.99,18.99,Raymond Mcwhorter,2005-07-30,2005-08-05
1187,1108,334,1,245,2,2,Animation,4,0.99,28.99,Raymond Mcwhorter,2005-06-15,2005-06-23
5818,3940,334,2,859,1,2,Animation,3,4.99,20.99,Raymond Mcwhorter,2005-07-10,2005-07-14
431,4507,334,1,984,1,9,Foreign,3,2.99,20.99,Raymond Mcwhorter,2005-05-27,2005-06-05
10408,4144,334,2,900,2,9,Foreign,6,2.99,17.99,Raymond Mcwhorter,2005-08-01,2005-08-09
6987,3134,334,1,689,1,9,Foreign,5,2.99,14.99,Raymond Mcwhorter,2005-07-27,2005-07-28
10207,2925,334,2,643,2,7,Drama,3,2.99,22.99,Raymond Mcwhorter,2005-08-01,2005-08-05
13,2294,334,1,499,1,8,Family,3,4.99,24.99,Raymond Mcwhorter,2005-05-25,2005-05-30
4603,755,334,1,165,1,14,Sci-Fi,7,4.99,27.99,Raymond Mcwhorter,2005-07-08,2005-07-17
9633,1141,334,2,252,2,1,Action,6,2.99,18.99,Raymond Mcwhorter,2005-07-31,2005-08-06
3662,3827,334,2,838,2,1,Action,5,4.99,25.99,Raymond Mcwhorter,2005-07-06,2005-07-09
5845,2882,334,2,632,1,13,New,5,4.99,10.99,Raymond Mcwhorter,2005-07-10,2005-07-12
10492,1669,334,1,364,1,13,New,3,2.99,14.99,Raymond Mcwhorter,2005-08-01,2005-08-02
1986,2894,541,2,636,1,12,Music,5,0.99,12.99,Darren Windham,2005-06-17,2005-06-24
8322,301,541,1,68,1,3,Children,5,4.99,26.99,Darren Windham,2005-07-29,2005-08-02
6468,4560,541,2,995,1,11,Horror,5,4.99,11.99,Darren Windham,2005-07-12,2005-07-20
6718,2283,541,1,494,1,11,Horror,4,0.99,21.99,Darren Windham,2005-07-12,2005-07-18
9603,2266,541,2,489,2,2,Animation,4,0.99,14.99,Darren Windham,2005-07-31,2005-08-02
2708,2659,541,2,583,2,2,Animation,3,4.99,26.99,Darren Windham,2005-06-19,2005-06-24
8113,4269,541,2,929,1,9,Foreign,5,4.99,21.99,Darren Windham,2005-07-28,2005-08-06
5197,1571,541,1,345,1,8,Family,3,0.99,17.99,Darren Windham,2005-07-09,2005-07-16
1066,2383,541,2,520,1,14,Sci-Fi,7,2.99,28.99,Darren Windham,2005-05-31,2005-06-09
1021,2724,541,2,597,2,10,Games,5,4.99,12.99,Darren Windham,2005-05-31,2005-06-08
10306,2819,541,1,619,2,15,Sports,3,0.99,20.99,Darren Windham,2005-08-01,2005-08-09
5018,2317,541,1,503,1,15,Sports,3,2.99,24.99,Darren Windham,2005-07-09,2005-07-10
6628,2894,211,2,636,1,12,Music,5,0.99,12.99,Stacey Montgomery,2005-07-12,2005-07-21
4060,2697,211,1,592,1,12,Music,6,2.99,28.99,Stacey Montgomery,2005-07-07,2005-07-13
7975,2565,211,1,562,1,12,Music,6,0.99,12.99,Stacey Montgomery,2005-07-28,2005-08-05
9111,166,211,2,35,2,11,Horror,4,2.99,24.99,Stacey Montgomery,2005-07-30,2005-08-04
8961,3679,211,1,805,1,2,Animation,5,4.99,12.99,Stacey Montgomery,2005-07-30,2005-08-06
4441,3680,211,1,805,1,2,Animation,5,4.99,12.99,Stacey Montgomery,2005-07-07,2005-07-13
4479,3516,211,2,770,2,9,Foreign,5,2.99,13.99,Stacey Montgomery,2005-07-08,2005-07-09
238,503,211,1,112,1,9,Foreign,4,4.99,22.99,Stacey Montgomery,2005-05-26,2005-05-27
2812,3016,211,1,662,2,7,Drama,3,4.99,9.99,Stacey Montgomery,2005-06-19,2005-06-26
10445,3582,211,2,784,1,16,Travel,7,2.99,20.99,Stacey Montgomery,2005-08-01,2005-08-08
3437,1798,211,2,391,1,8,Family,6,2.99,25.99,Stacey Montgomery,2005-06-21,2005-07-01
5699,958,211,1,213,1,8,Family,4,0.99,19.99,Stacey Montgomery,2005-07-10,2005-07-17
11076,837,211,1,183,2,8,Family,4,4.99,14.99,Stacey Montgomery,2005-08-02,2005-08-10
6722,3124,211,2,687,1,6,Documentary,6,0.99,15.99,Stacey Montgomery,2005-07-12,2005-07-19
7484,2746,211,2,602,2,14,Sci-Fi,5,0.99,14.99,Stacey Montgomery,2005-07-27,2005-07-31
4857,2069,211,1,449,2,14,Sci-Fi,4,2.99,12.99,Stacey Montgomery,2005-07-08,2005-07-11
5668,309,211,1,69,2,14,Sci-Fi,3,2.99,21.99,Stacey Montgomery,2005-07-10,2005-07-16
5785,142,211,2,29,1,1,Action,5,2.99,11.99,Stacey Montgomery,2005-07-10,2005-07-17
3937,2091,211,2,453,1,15,Sports,3,2.99,17.99,Stacey Montgomery,2005-07-06,2005-07-15
10928,2885,211,1,633,2,4,Classics,6,4.99,10.99,Stacey Montgomery,2005-08-02,2005-08-07
9953,1646,211,2,358,2,4,Classics,5,0.99,29.99,Stacey Montgomery,2005-07-31,2005-08-02
6438,412,211,1,91,1,4,Classics,5,0.99,17.99,Stacey Montgomery,2005-07-12,2005-07-17
7984,2893,208,1,636,1,12,Music,5,0.99,12.99,Lucy Wheeler,2005-07-28,2005-08-04
5693,2167,208,2,468,1,3,Children,5,2.99,12.99,Lucy Wheeler,2005-07-10,2005-07-12
3811,695,208,2,152,1,3,Children,5,2.99,13.99,Lucy Wheeler,2005-07-06,2005-07-08
2907,2516,208,2,553,2,3,Children,4,0.99,12.99,Lucy Wheeler,2005-06-20,2005-06-20
5117,2284,208,1,494,1,11,Horror,4,0.99,21.99,Lucy Wheeler,2005-07-09,2005-07-15
10784,3494,208,1,765,1,5,Comedy,7,4.99,18.99,Lucy Wheeler,2005-08-01,2005-08-09
10762,1363,208,1,300,2,2,Animation,5,4.99,21.99,Lucy Wheeler,2005-08-01,2005-08-05
4985,2146,208,2,464,1,2,Animation,3,2.99,13.99,Lucy Wheeler,2005-07-09,2005-07-14
7315,974,208,2,218,1,7,Drama,7,0.99,22.99,Lucy Wheeler,2005-07-27,2005-08-03
8742,918,208,1,204,1,7,Drama,4,0.99,25.99,Lucy Wheeler,2005-07-29,2005-08-03
2695,190,208,2,43,1,8,Family,6,2.99,15.99,Lucy Wheeler,2005-06-19,2005-06-24
2592,282,208,1,63,2,8,Family,6,0.99,21.99,Lucy Wheeler,2005-06-19,2005-06-21
100,2599,208,1,571,1,6,Documentary,6,2.99,26.99,Lucy Wheeler,2005-05-25,2005-06-02
9298,2106,208,2,457,1,6,Documentary,5,0.99,21.99,Lucy Wheeler,2005-07-30,2005-08-07
1805,3962,208,1,863,2,14,Sci-Fi,5,0.99,9.99,Lucy Wheeler,2005-06-16,2005-06-17
4354,4423,208,2,967,1,14,Sci-Fi,5,2.99,26.99,Lucy Wheeler,2005-07-07,2005-07-15
6767,1819,208,2,395,2,1,Action,4,0.99,28.99,Lucy Wheeler,2005-07-12,2005-07-17
7861,1781,208,1,387,2,10,Games,7,0.99,27.99,Lucy Wheeler,2005-07-28,2005-08-06
1949,1478,208,1,323,2,15,Sports,7,4.99,22.99,Lucy Wheeler,2005-06-17,2005-06-25
6306,486,208,2,109,1,13,New,3,0.99,17.99,Lucy Wheeler,2005-07-11,2005-07-20
9838,3866,208,2,846,1,13,New,3,4.99,9.99,Lucy Wheeler,2005-07-31,2005-08-03
796,2697,26,2,592,1,12,Music,6,2.99,28.99,Jessica Hall,2005-05-29,2005-06-03
8241,4297,26,1,936,2,12,Music,3,2.99,21.99,Jessica Hall,2005-07-29,2005-08-03
1105,1708,26,1,373,1,3,Children,7,2.99,14.99,Jessica Hall,2005-05-31,2005-06-07
10386,1568,26,2,344,2,3,Children,3,0.99,28.99,Jessica Hall,2005-08-01,2005-08-07
2745,1253,26,2,277,1,11,Horror,4,4.99,24.99,Jessica Hall,2005-06-19,2005-06-21
1440,2921,26,1,641,2,9,Foreign,4,0.99,21.99,Jessica Hall,2005-06-15,2005-06-24
4641,2436,26,2,531,2,9,Foreign,3,0.99,18.99,Jessica Hall,2005-07-08,2005-07-17
4431,936,26,1,207,1,9,Foreign,7,4.99,26.99,Jessica Hall,2005-07-07,2005-07-16
